order_id,first_name,last_name,email,age,city,product,category,quantity,unit_price,total_amount,payment_method,status,order_date,_source_file,_source_type,_row_hash
ORD0686,Rachid,Larbi,rachid.larbi696@email.com,-5,Blida,Tablet,Peripherals,10,93673.28,936732.8,Cash,returned,2025-08-26,ecommerce_orders.csv,CSV,d7809e4601f2be71467f9c145e2d838ce787ad8e11df6dca43738311049f7033
ORD0343,Samira,Khelifi,samira.khelifi843@email.com,43,Biskra,Tablet,Networking,5,48302.55,241512.75,Cash,completed,2025-07-18,ecommerce_orders.csv,CSV,f1fdc005e3ff28391253d96617b2ffcb5115001270db4664f3a7829bb1ede8a6
ORD0636,Youssef,Benali,youssef.benali492@email.com,26,Unknown,Keyboard,Accessories,8,128759.36,1030074.88,Credit Card,completed,2025-08-15,ecommerce_orders.csv,CSV,b34293b504bfb692f16c7541a8f4258d7f538c193f24a42689aa454577bcc845
ORD0709,Samira,Hamidi,samira.hamidi884@email.com,48,Djelfa,Laptop,Storage,9,56518.4,508665.6,Cash,shipped,2025-09-14,ecommerce_orders.csv,CSV,3dcddff30664db7cbde4ce710700ee0e56434c0fdda1d2f1e4c56dbda5523364
ORD0011,Omar,Cherif,omar.cherif506@email.com,42,Alger,Power Bank,Electronics,2,23349.78,46699.56,CIB,cancelled,2025-10-03,ecommerce_orders.csv,CSV,9dff37ee3f569ed9275fee73b84779d5fa22d9f9270f110ca0a9a274107e86eb
ORD0486,Amina,Bouzid,amina.bouzid297@email.com,19,Alger,RAM 16GB,Storage,10,68188.7,681887.0,Credit Card,cancelled,2025-04-11,ecommerce_orders.csv,CSV,6155f664bb29d18559df9bc088916fc16a308cf3ebdffd5fac9ca1b4eb695893
ORD0210,Bilal,Hamidi,bilal.hamidi164@email.com,32,Batna,RAM 16GB,Networking,5,103698.41,518492.05,BaridiMob,shipped,2025-10-08,ecommerce_orders.csv,CSV,31d44c9360f14ffeb922240c85c8e111a03b1922c74231d6f42f735c60c46eb9
ORD0140,Sara,Boudiaf,sara.boudiaf931@email.com,24,Mostaganem,SSD,Accessories,6,90948.37,545690.22,Credit Card,pending,2025-01-15,ecommerce_orders.csv,CSV,3a32a021f5424ba3a791a5f2dd86731998ddf164cbddac2b90af6c299512baf3
ORD0389,Bilal,Meziane,bilal.meziane878@email.com,20,Tlemcen,Webcam,Peripherals,2,147110.28,294220.56,Cash,completed,2025-07-14,ecommerce_orders.csv,CSV,b819f298afb2dd93437bf1addf52d9001961f646154a370d154b35f4d669b2d6
ORD0623,Youssef,Mansouri,youssef.mansouri847@email.com,24,Mostaganem,Keyboard,Peripherals,7,1183.22,8282.54,CIB,pending,2025-02-17,ecommerce_orders.csv,CSV,4ea959a39915301ec77c797bb6c03246e8cf3dfde3212bbc5d07a56e92f28794
ORD0825,Khaled,Mansouri,khaled.mansouri600@email.com,32,Chlef,Power Bank,Peripherals,1,146308.74,146308.74,CIB,pending,2025-05-06,ecommerce_orders.csv,CSV,0de70a0d0194056a6979555f8321fddff849d65ef18a4c66ed25f5d02d5e0aec
ORD0718,Omar,Hamidi,omar.hamidi178@email.com,42,Biskra,SSD,Peripherals,5,30200.23,151001.15,Dahabia,shipped,2025-03-13,ecommerce_orders.csv,CSV,e774c9bb35601280e2ef341d64391385a6d7e9dd687b3f976cc0bdadf7af6310
ORD0846,Yasmine,Bouzid,yasmine.bouzid33@email.com,31,Tiaret,USB Cable,Networking,8,4512.36,36098.88,CIB,completed,2025-07-10,ecommerce_orders.csv,CSV,576679ca175e1628a6a439c4f47d1f0fd8da2b2548b0e0f57f9480977bc726d9
ORD0688,Samira,Mebarki,samira.mebarki937@email.com,29,Alger,Headphones,Storage,6,128004.71,768028.26,Dahabia,cancelled,2025-01-02,ecommerce_orders.csv,CSV,8a3977a0bdde0a9ea8cecd4a18864bc15e3b6c6faa3ef6c35e0613e74f42bf1c
ORD0936,Samira,Belkacem,samira.belkacem548@email.com,61,Sidi Bel Abbes,Mouse,Accessories,9,102769.68,924927.12,Cash,returned,2025-08-06,ecommerce_orders.csv,CSV,172113ab32c462e89a19fb76799c9242436b6e43d8d7b8b931c36b4567475e17
ORD0582,Amine,Benali,amine.benali627@email.com,53,Bejaia,Headphones,Accessories,5,9830.38,49151.9,Credit Card,completed,2025-01-23,ecommerce_orders.csv,CSV,d2c5776c4a69194d7a10442b27028067dfcf574b27a9084948813c089084a9b8
ORD0383,Meriem,Ferhat,meriem.ferhat583@email.com,61,Unknown,Webcam,Accessories,10,57272.74,572727.4,BaridiMob,returned,2025-01-28,ecommerce_orders.csv,CSV,76eb60806694e6e5d3fa69caa8ec59b4f2a908174db45e4641627ec1321e6212
ORD0071,Meriem,Meziane,meriem.meziane894@email.com,48,Oran,SSD,Peripherals,8,72067.77,576542.16,BaridiMob,pending,2025-01-09,ecommerce_orders.csv,CSV,b2e956bdf17d14415268aae1587db98aa191eb667c03528f355ff15fffb18870
ORD0261,Omar,Saidi,omar.saidi320@email.com,62,Blida,Webcam,Accessories,9,72697.44,654276.96,Dahabia,completed,2025-08-24,ecommerce_orders.csv,CSV,703e4eee392f2a67779b65fedb82546dfd2cab31baae0ffe9c71340c84515e1f
ORD0801,Ahmed,Larbi,ahmed.larbi488@email.com,59,Oran,Smartwatch,Electronics,3,62267.87,186803.61,Dahabia,cancelled,2025-09-03,ecommerce_orders.csv,CSV,dc7d40712f7a860debddfcedc83ca90b36d16c08ad94cead025919356146499f
ORD0454,Djamila,Bouzid,djamila.bouzid691@email.com,60,Oran,Mouse,Accessories,1,146359.06,146359.06,Cash,shipped,2025-07-12,ecommerce_orders.csv,CSV,ab53f3fbdcb47786f1f053d771e2bc6b3a918274a619c5f641d2f336a9c5b9fd
ORD0592,Sara,Belkacem,sara.belkacem946@email.com,21,Djelfa,USB Cable,Peripherals,10,39436.25,394362.5,Dahabia,returned,2025-03-19,ecommerce_orders.csv,CSV,963a9d980efb4bf4a7ae46c4f648feddd47864ace4a8ba672f4f6a177535a05e
ORD0907,Khaled,Zidane,khaled.zidane751@email.com,37,Chlef,Power Bank,Accessories,1,138512.1,138512.1,CIB,cancelled,2025-12-13,ecommerce_orders.csv,CSV,3eb167ea15c012c15fba6f4b606474a00d2d4adc490c67dcd36160aa1c92de55
ORD0785,Rachid,Saidi,rachid.saidi554@email.com,63,Oran,RAM 16GB,Storage,5,97064.52,485322.6,CIB,completed,2025-10-21,ecommerce_orders.csv,CSV,7496855be74ee35faeaa39c77130ac030f4f2423cf692c12fbb9919e28b55754
ORD0214,Khaled,Belkacem,khaled.belkacem598@email.com,47,Tlemcen,Smartphone,Networking,8,121399.47,971195.76,Dahabia,pending,2025-09-14,ecommerce_orders.csv,CSV,69e6fd64f71d20fdca4c9fe597e7e49dc648fe879f49a63a1a7520750031ea0a
ORD0097,Rachid,Larbi,rachid.larbi700@email.com,18,Annaba,Webcam,Networking,3,35212.17,105636.51,BaridiMob,cancelled,2025-05-22,ecommerce_orders.csv,CSV,0f00330a06085f508028b0e2bb9fff6a5f08465c2e8499f63b0f69a6d13a4960
ORD0680,Hana,Boudiaf,hana.boudiaf615@email.com,22,Sidi Bel Abbes,Keyboard,Storage,4,83310.43,333241.72,BaridiMob,cancelled,2025-04-28,ecommerce_orders.csv,CSV,ddfe88f20eb25964c96844abc078a643463f80dc0702d9f325b907ca5dc51058
ORD0850,Bilal,Hamidi,bilal.hamidi207@email.com,54,Oran,Tablet,Storage,2,123775.1,247550.2,Credit Card,pending,2025-09-11,ecommerce_orders.csv,CSV,aa367ca984787066807c0626aeaef73328c3c232a43ad61b94cfe9fc9c9077b4
ORD0430,Karim,Meziane,karim.meziane407@email.com,46,Blida,Printer,Electronics,4,127273.29,509093.16,Credit Card,pending,2025-09-05,ecommerce_orders.csv,CSV,5644ede64fcfec6f236d3a7e4b0fb2e7019f5638fc7f1168f4148a36bc48ae1a
ORD0881,Lina,Belkacem,lina.belkacem60@email.com,61,Biskra,Headphones,Storage,4,36731.75,146927.0,Cash,shipped,2025-11-23,ecommerce_orders.csv,CSV,399d9d4839f16d21a782710583b9c3065805378c5a6d59f8876ac47a93f041e4
ORD0193,Ahmed,Larbi,ahmed.larbi486@email.com,51,Setif,RAM 16GB,Networking,10,34517.71,345177.1,Cash,returned,2025-08-06,ecommerce_orders.csv,CSV,17af68168b1b186c549d2fdd459b3e890ab7d69768551bc2ed5062d98232ff6c
ORD0281,Lina,Zidane,lina.zidane65@email.com,36,Mostaganem,Printer,Storage,4,145235.22,580940.88,CIB,cancelled,2025-05-11,ecommerce_orders.csv,CSV,78ba8a7dbd481c807c6008bd7052238fe55e21eaacf09f739e52cf106439f508
ORD0534,Fatima,Bouzid,fatima.bouzid326@email.com,65,Tiaret,Smartwatch,Accessories,1,114932.53,114932.53,Dahabia,cancelled,2025-05-15,ecommerce_orders.csv,CSV,d6249bb20124c504f6c4dafe26f6c91d0789e139592ea5fd231140dd3d19e46a
ORD0683,Fatima,Khelifi,fatima.khelifi859@email.com,59,Batna,USB Cable,Storage,5,114840.14,574200.7,Credit Card,returned,2025-05-25,ecommerce_orders.csv,CSV,4be2b17597c35287c539dae47c069d13da11e2361359cb913f2b09a37f5c6a1b
ORD0618,Rachid,Saidi,rachid.saidi124@email.com,39,Biskra,SSD,Networking,3,48577.69,145733.07,CIB,completed,2025-10-06,ecommerce_orders.csv,CSV,bed9955c2793224e173745d9d712da513c66e47352fced214eb3692b15f327fb
ORD0983,Meriem,Bouzid,meriem.bouzid944@email.com,53,Alger,Laptop,Peripherals,6,127388.35,764330.1,CIB,shipped,2025-08-05,ecommerce_orders.csv,CSV,f973d8cd37df847ea79268b6c2e45690874b48e682881c7edc11043ebfa527f0
ORD0911,Khaled,Belkacem,khaled.belkacem667@email.com,28,Oran,Mouse,Networking,2,101908.51,203817.02,CIB,cancelled,2025-07-22,ecommerce_orders.csv,CSV,54269509cb90a3103c0b2d42ceae960a85c3308894161467dc4f656fb6bd45df
ORD0185,Bilal,Boudiaf,bilal.boudiaf901@email.com,55,Setif,Webcam,Electronics,2,141812.3,283624.6,Credit Card,cancelled,2025-04-07,ecommerce_orders.csv,CSV,effd498099aa0e668daab8fa7da767912ccc235b49a831e28ca116c5f008a71a
ORD0031,Ali,Meziane,ali.meziane912@email.com,31,Alger,USB Cable,Networking,3,41216.06,123648.18,Credit Card,pending,2025-12-11,ecommerce_orders.csv,CSV,05abbfef342eaf29d89dc8f5c6a3a524b9938b3e2005062a3f810f08d0b19fa8
ORD0329,Sara,Bouzid,sara.bouzid617@email.com,65,Blida,Smartwatch,Networking,4,96127.19,384508.76,Cash,cancelled,2025-03-11,ecommerce_orders.csv,CSV,61a892e41ced77b9d1f4e87d4bbf5bb1dd96234f7098ef9eb04132c7c44ab317
ORD0507,Bilal,Belkacem,bilal.belkacem682@email.com,60,Batna,Smartwatch,Electronics,3,118973.01,356919.03,Credit Card,cancelled,2025-09-11,ecommerce_orders.csv,CSV,ccca08d181eccd2c4ee49d9eff983ff73de4895f4ebf3666cdc90511ec6a22c8
ORD0055,Amine,Mansouri,amine.mansouri28@email.com,38,Alger,RAM 16GB,Storage,3,130094.28,390282.84,CIB,completed,2025-05-13,ecommerce_orders.csv,CSV,22379363c41156003e79fdcf8662f1cd9d8ec71767dbeb0724d922267950ab7d
ORD0024,Rachid,Benali,rachid.benali400@email.com,36,Setif,Smartwatch,Storage,5,63739.62,318698.1,Credit Card,cancelled,2025-03-07,ecommerce_orders.csv,CSV,72f629ac01375451d6cfb7062cef295012fb025bde8e521c0abfed085a26c2bf
ORD0102,Hana,Ferhat,hana.ferhat452@email.com,29,Oran,SSD,Peripherals,3,13974.94,41924.82,BaridiMob,shipped,2025-12-14,ecommerce_orders.csv,CSV,4a881d721cb68e4a674e51f98766d36aba925c356261aa06b1fad3aad189dec2
ORD0550,Sara,Mansouri,sara.mansouri358@email.com,24,Oran,Tablet,Electronics,10,125783.16,1257831.6,BaridiMob,shipped,2025-02-02,ecommerce_orders.csv,CSV,07a10b767c06adc15c71dc1dd93dfbb6ecdd94ad305feee9e521a0edc3c8c4e4
ORD0248,Ahmed,Meziane,ahmed.meziane363@email.com,42,Bejaia,Smartphone,Networking,10,117773.59,1177735.9,Dahabia,completed,2025-05-14,ecommerce_orders.csv,CSV,1bcdc4eb492c9d7bf6d35aa7d53a2b633ec703c7ba23bdaea1c234d84e02f052
ORD0004,Rachid,Meziane,rachid.meziane368@email.com,23,Tiaret,Mouse,Networking,5,121165.68,605828.4,Dahabia,returned,2025-02-13,ecommerce_orders.csv,CSV,bc5436e2fa9cbf9df6e72cb7bcc16d8f1b52d8bed478414f5ad47976088f3459
ORD0087,Meriem,Boudiaf,meriem.boudiaf250@email.com,22,Tlemcen,Printer,Accessories,7,28996.25,202973.75,Credit Card,returned,2025-12-05,ecommerce_orders.csv,CSV,a26713191e26970395a2c7e7b79c8e9125bb1c1d9069da9a3802845f6d4e46c7
ORD0844,Omar,Bouzid,omar.bouzid976@email.com,22,Blida,SSD,Networking,10,86294.87,862948.7,Dahabia,cancelled,2025-04-13,ecommerce_orders.csv,CSV,c46ddd34cd5b6beced1aebf61a1d833e697dc5e81e60b245d3714e46bf9ed31b
ORD0953,Mohamed,Khelifi,mohamed.khelifi293@email.com,37,Tlemcen,Keyboard,Networking,2,64920.68,129841.36,BaridiMob,cancelled,2025-06-11,ecommerce_orders.csv,CSV,9144d8f9f7e4433b80af3bad5c0e19679615a337a0edabbff53fc17b546c2e39
ORD0291,Hana,Khelifi,hana.khelifi531@email.com,25,Djelfa,Printer,Accessories,7,44683.54,312784.78,Cash,pending,2025-08-13,ecommerce_orders.csv,CSV,b825d993637c69e43af3823ac878f9cdfcda2c8f19be2460d121d3a3c2c58952
ORD0211,Omar,Boudiaf,omar.boudiaf157@email.com,60,Tlemcen,USB Cable,Networking,6,62668.92,376013.52,Credit Card,cancelled,2025-09-26,ecommerce_orders.csv,CSV,96d622a3ab67be03b387e80c348d356371493243e5ecd41d82da505013d74eb0
ORD0803,Ahmed,Meziane,ahmed.meziane474@email.com,40,Blida,Smartwatch,Accessories,8,1899.81,15198.48,Cash,shipped,2025-11-23,ecommerce_orders.csv,CSV,6b05325eda2ff02d9784abe6f75bc015f382fe876bd6e1b7628ee30f64e23bd1
ORD0175,Meriem,Cherif,meriem.cherif421@email.com,61,Mostaganem,Headphones,Networking,2,19236.35,38472.7,BaridiMob,completed,2025-08-15,ecommerce_orders.csv,CSV,746c8f54debd74229bc8f22adbe397625be144a35f7aab53b98a9add54c27c11
ORD0200,Ali,Belkacem,ali.belkacem491@email.com,65,Annaba,Monitor,Networking,5,139987.08,699935.4,BaridiMob,pending,2025-02-20,ecommerce_orders.csv,CSV,1aee7c6c3c8d53235c305be9c6ea36c8b4176d9950ece95e09766d0fc8d5d833
ORD0903,Rachid,Larbi,rachid.larbi755@email.com,41,Oran,Keyboard,Electronics,10,80572.65,805726.5,Dahabia,cancelled,2025-06-25,ecommerce_orders.csv,CSV,6db7a7613436b0ab034b921483558d3a4ea66d5c7f6334fb7cb6bf20f60e7ab4
ORD0895,Ahmed,Mansouri,ahmed.mansouri369@email.com,23,Tiaret,Laptop,Peripherals,8,35417.02,283336.16,Dahabia,cancelled,2025-12-20,ecommerce_orders.csv,CSV,07ab4e4c29823129e7ac9c0504566a1237788db75bac39fd32d25109b1f1f5b8
ORD0064,Bilal,Larbi,bilal.larbi625@email.com,40,Biskra,Headphones,Peripherals,1,74398.82,74398.82,BaridiMob,pending,2025-08-07,ecommerce_orders.csv,CSV,a391262366007c1a5107f1a5be8777e078ca66f28cda1876c22046ec59f78000
ORD0266,Bilal,Meziane,bilal.meziane269@email.com,43,Biskra,Router,Storage,9,144904.5,1304140.5,BaridiMob,returned,2025-07-20,ecommerce_orders.csv,CSV,724e39efd327d2d62c6bd714157c0c38184c6e9eee3629d3f0a94aff8639e660
ORD0232,Ahmed,Hamidi,ahmed.hamidi567@email.com,54,Chlef,SSD,Networking,7,44631.25,312418.75,CIB,shipped,2025-04-13,ecommerce_orders.csv,CSV,d496eeff8f570cb988053c90c8452a98ecaecaa26cb88b33a6d85fa653cd8947
ORD0804,Khaled,Meziane,khaled.meziane836@email.com,49,Djelfa,RAM 16GB,Peripherals,4,35521.56,142086.24,Dahabia,shipped,2025-01-09,ecommerce_orders.csv,CSV,a56d794175d84d38dab7a1c999541fa0a30f5704eb78a0f4071a3ba4ee911296
ORD0626,Khaled,Taleb,khaled.taleb258@email.com,19,Blida,SSD,Storage,1,16110.95,16110.95,Cash,returned,2025-03-06,ecommerce_orders.csv,CSV,5357480749b8795ec87d988d6f002109df19655dc2cc2b94ac0125f67305568b
ORD0569,Yasmine,Cherif,yasmine.cherif105@email.com,28,Annaba,Printer,Peripherals,9,48113.49,433021.41,CIB,shipped,2025-10-08,ecommerce_orders.csv,CSV,f71c416d906d2b88c2ad5881c6d165e64468373f7eaa98d76946e827d40bb448
ORD0855,Karim,Ferhat,karim.ferhat799@email.com,22,Blida,Headphones,Storage,3,38288.61,114865.83,Credit Card,completed,2025-08-01,ecommerce_orders.csv,CSV,88d63e4c4e38e08fd2310ecc0dd6ce9bc9a6438b1dc700b00d5c1a4deb63c003
ORD0040,Rachid,Mebarki,rachid.mebarki591@email.com,22,Annaba,Keyboard,Electronics,7,752.85,5269.95,Unknown,pending,2025-06-14,ecommerce_orders.csv,CSV,13b39afaa9d97ecf223e0db828ad14e707577f87b325666400dd613b26ff8745
